X,Y,ACCELA_ID,CHANNEL_ID,OWNERSHIP,ROAD_NAME,ROAD_ID,ROAD_SEQ_N,FROM_STREE,TO_STREET,GIS_FROM_P,LEGACY_FRO,INVENTORY_,EXPIRATION,CHANNEL_MA,CHANNEL_LO,CHANNEL_WI,CHANNEL_DE,FLOW_LENGT,INLET_TYPE,OUTLET_TYP,LINING,INLET_FILT,OUTLET_FIL,PRIORITY,CHANNEL_RA,FLAGGERS,ENGINEER_R,ENVIRONMEN,MAINTENANC,MAINTENA_1,SOURCE_NOT,COMMENTS,MAINTENA_2,ROAD_STATI,STREET_DIS,SUPERVISOR,COMMUNITY_,NEIGHBORHO,THOMAS_GUI,CA_ROAD_SY,HIGHWAY_PL,ASSET_STAT,CREATOR,CREATED,EDITOR,EDITED,SHAPE_LENG,SHAPE_LEN
6496815.25821348,1844671.95663805,DPW-DRNCHN-100151,23-154,RF,KITCHEN CREEK RD,J46-0-465,0500,END CALTRANS/CG,MILE POST 01.0,3861.67544937,0,,,,,6,4,35,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-D3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,59.33161493,59.3316149318
6496802.75823848,1844731.67895955,DPW-DRNCHN-100152,23-155,RF,KITCHEN CREEK RD,J46-0-465,0500,END CALTRANS/CG,MILE POST 01.0,3908.8858127,0,,,,,8,2,30,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-D3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,20.20120043,20.2012004257
6497934.16575256,1845930.18017146,DPW-DRNCHN-100153,23-156,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,1553.36430552,0,,,,,9,2,15,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-E3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,77.45214882,77.4521488425
6498369.63601023,1846533.12844063,DPW-DRNCHN-100154,23-157,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,2342.30602595,0,,,,,4,2,18,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-E3,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,16.92841007,16.9284100604
6498627.30380198,1846880.41088255,DPW-DRNCHN-100155,23-158,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,2774.73916528,0,,,,,12,2,12,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,11.18154185,11.1815418534
6498768.38521273,1847088.62273647,DPW-DRNCHN-100156,23-159,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,3025.98272244,0,,,,,6,2,18,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,20.51244533,20.5124453331
6499040.8557964,1847725.84619954,DPW-DRNCHN-100157,23-160,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,3721.07208851,0,,,,,12,2,18,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,64.34492933,64.3449293451
6499071.75862174,1847721.33242905,DPW-DRNCHN-100158,23-161,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,3747.65185293,0,,,,,10,2,15,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,22.63604063,22.6360406403
6499142.17810032,1848051.82586254,DPW-DRNCHN-100159,23-162,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,4081.96042227,0,,,,,6,2,35,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,14.65325381,14.653253806
6499074.46957432,1848100.08987363,DPW-DRNCHN-100160,23-163,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,4131.81303103,0,,,,,12,2,25,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,27.59715497,27.5971549748
6539097.49385881,1807172.46733272,DPW-DRNCHN-100161,23-165,RF,TIERRA DEL SOL RD,G01-0-465,0500,MILE POST 03.0,MILE POST 04.0,2174.01096494,0,,,,,16,5,20,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1320-A5,17Y42-H6,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,41.79816037,41.7981603606
6512433.07080981,1842440.34364721,DPW-DRNCHN-100162,23-166,RF,OLD HWY 80,J42-0-465,1800,MILE POST 17.0,MILE POST 18.0,4353.10973242,0,,,,,10,3,10,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,MOUNTAIN EMPIRE CPG,,,17Y31-K4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,42.16315356,42.1631535609
6535703.11285232,1828254.41499813,DPW-DRNCHN-100163,23-167,RF,OLD HWY 80,J42-0-465,2700,ROYAL DR,LIVE OAK SPRINGS RD,1639.93549229,0,,,,,5,2,60,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-H4,17Y32-G9,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,52.57866558,52.5786655943
6484811.18806157,1840737.45663305,DPW-DRNCHN-100164,23-168,RF,BUCKMAN SPRINGS RD,F53-0-465,0700,MILE POST 07.0,CORRAL CANYON TL,1666.46362355,0,,,,,6,6,110,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-A4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,120.85221325,120.852213248
6485168.1768489,1841261.44082129,DPW-DRNCHN-100165,23-169,RF,BUCKMAN SPRINGS RD,F53-0-465,0700,MILE POST 07.0,CORRAL CANYON TL,1070.42910742,0,,,,,3,3,60,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-A4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,65.69937169,65.69937168
6499168.19346823,1848326.05726947,DPW-DRNCHN-100166,23-170,RF,KITCHEN CREEK RD,J46-0-465,0600,MILE POST 01.0,MILE POST 02.0,4383.81758427,0,,,,,5,1,30,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-E2,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,24.47615412,24.4761541153
6499964.56621931,1852267.10024038,DPW-DRNCHN-100167,23-171,RF,KITCHEN CREEK RD,J46-0-465,0800,CATTLE GUARD,MILE POST 03.0,375.2217362,0,,,,,5,2,20,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y31-F1,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,57.15424263,57.1542426257
6499546.47912899,1853081.18161747,DPW-DRNCHN-100168,23-172,RF,KITCHEN CREEK RD,J46-0-465,0800,CATTLE GUARD,MILE POST 03.0,1283.23388672,0,,,,,5,3,25,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-E10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,30.28035394,30.280353941
6499528.73408572,1853423.2570488,DPW-DRNCHN-100169,23-173,RF,KITCHEN CREEK RD,J46-0-465,0800,CATTLE GUARD,MILE POST 03.0,1619.49422914,0,,,,,3,2,55,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-E10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,38.09693615,38.09693615
6499470.61313897,1853839.60956255,DPW-DRNCHN-100170,23-174,RF,KITCHEN CREEK RD,J46-0-465,0800,CATTLE GUARD,MILE POST 03.0,2057.93696999,0,,,,,8,3,85,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-E10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,51.30361896,51.3036189492
6499412.80059056,1853891.17212346,DPW-DRNCHN-100171,23-175,RF,KITCHEN CREEK RD,J46-0-465,0800,CATTLE GUARD,MILE POST 03.0,2086.10701632,0,,,,,5,2,35,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,38,352 - MT LAGUNA,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-E10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,37.72016465,37.7201646441
6481782.28959182,1873956.67956455,DPW-DRNCHN-100172,23-176,RF,OLD HWY 80,J42-0-465,0500,CATTLE GUARD 2,UN GALLO RD,426.57145063,0,,,,,3,2,30,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,16Y25-K4,6D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,35.42042769,35.420427688
6532155.55761148,1832759.81838888,DPW-DRNCHN-100173,23-177,RF,OLD HWY 80,J42-0-465,2600,MILE POST 22.0,ROYAL DR,2173.42386009,0,,,,,12,3,25,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-F2,17Y32-F7,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,70.68672748,70.686727488
6537140.37014839,1825765.55678688,DPW-DRNCHN-100174,23-178,RF,OLD HWY 80,J42-0-465,2900,MILE POST 24.0,TIERRA DEL SOL RD,880.95378893,0,,,,,3,2,70,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-H5,17Y32-H9,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,82.24740975,82.2474097734
6539266.77632865,1824792.58563571,DPW-DRNCHN-100175,23-179,RF,OLD HWY 80,J42-0-465,2900,MILE POST 24.0,TIERRA DEL SOL RD,3218.05821863,0,,,,,4,3,50,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1299-J5,17Y32-H10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,51.04430049,51.0443004909
6541253.81106848,1823758.50437054,DPW-DRNCHN-100176,23-181,RF,OLD HWY 80,J42-0-465,2900,MILE POST 24.0,TIERRA DEL SOL RD,5449.94894438,0,,,,,15,3,45,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1300-A6,17Y32-J10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,33.86549741,33.8654974002
6487096.06702198,1858439.90908897,DPW-DRNCHN-100177,23-182,RF,OLD BUCKMAN SPRINGS RD,F53-1-465,0100,OLD HIGHWAY 80,BUCKMAN SPRINGS RD,1789.98208965,0,,,,,3,2,18,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-A9,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,36.33805891,36.338058919
6487069.10972682,1858783.10886188,DPW-DRNCHN-100178,23-183,RF,OLD BUCKMAN SPRINGS RD,F53-1-465,0100,OLD HIGHWAY 80,BUCKMAN SPRINGS RD,1427.93698059,0,,,,,3,2,21,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-A8,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,18.61634115,18.6163411448
6487036.98446298,1859098.29425514,DPW-DRNCHN-100179,23-184,RF,OLD BUCKMAN SPRINGS RD,F53-1-465,0100,OLD HIGHWAY 80,BUCKMAN SPRINGS RD,1108.39444418,0,,,,,3,2,21,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,PINE VALLEY CPG,,,17Y21-A8,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,154.37368436,154.373684357
6506501.35596722,1823388.85714397,DPW-DRNCHN-100180,23-185,RF,LA POSTA RD,J14-0-465,0200,CATTLE GUARD 1,MILE POST 02.0,3678.51896063,0,,,,,4,3,60,,,2,,,,,0,,,1,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1298-F6,17Y31-H10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,125.35100044,125.35100044
6558860.02585597,1824469.83201613,DPW-DRNCHN-100181,23-190,RF,MC CAIN VALLEY RD,J35-0-465,0100,OLD HIGHWAY 80,END,3355.91824802,0,,,,,8,4,25,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1300-H5,17Y33-E10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,52.20825811,52.2082581125
6557687.55280723,1821618.67170796,DPW-DRNCHN-100182,23-194,RF,OLD HWY 80,J42-1-465,0300,MILE POST 28.0,MC CAIN VALLEY RD,925.59564695,0,,,,,6,3,590,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1300-G6,17Y43-D1,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,589.57156173,589.571561743
6480213.82816181,1829570.17811464,DPW-DRNCHN-100183,23-195,RF,LAKE SHORE DR,20500-340,0100,EVERGREEN DR,HOLLYWOOD DR,125.79983658,0,,,,,4,3,35,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,340 - LAKE MORENA,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1297-E4,16Y35-J8,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,34.49631466,34.496314657
6483091.86013539,1827091.49343947,DPW-DRNCHN-100184,23-196,RF,OAK DR,F24-1-340,0500,POPPY DR,MOLCHAN RD,805.37988512,0,,,,,5,2,50,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,340 - LAKE MORENA,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1297-F5,16Y35-K9,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,59.10367605,59.1036760418
6483755.93492272,1827568.23100305,DPW-DRNCHN-100185,23-197,RF,OAK DR,F24-1-340,0800,QUAIL RD,WHITE GOOSE RD,351.62957842,0,,,,,5,3,180,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,23,340 - LAKE MORENA,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,1297-F5,16Y35-K9,6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,158.32221633,158.322216323
6542380.77042873,1823277.33210455,DPW-DRNCHN-100186,23-198,RF,OLD HWY 80,J42-0-465,3000,TIERRA DEL SOL RD,SR 94,849.63432103,0,,,,,5,3,180,,,2,,,,,0,,,4,2,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,BOULEVARD CPG,,1300-B6,17Y32-J10,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,158.91789226,158.917892266
6598653.50401165,1808540.40357322,DPW-DRNCHN-100187,23-039,RF,OLD HWY 80,J42-1-465,2200,MILE POST 38.0,CARRIZO CREEK RD,1321.36435664,0,,,,,5,3,90,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,JACUMBA CSG,,,17Y44-H5,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,60.45117173,60.4511717302
6505020.18438889,1843093.49096297,DPW-DRNCHN-100188,23-188,RF,OLD HWY 80,J42-0-465,1600,MILE POST 16.0,LA POSTA TRUCK TL/LA POSTA RD,1702.88896803,0,,,,,5,3,130,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y31-G4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,143.08789443,143.087894418
6515328.63227589,1841605.33383429,DPW-DRNCHN-100189,23-193,RF,OLD HWY 80,J42-0-465,1900,MILE POST 18.0,MILE POST 19.0,2416.88893768,0,,,,,6,3,510,,,2,,,,,0,,,4,5,,,1 - DIVISION 1,23,465 - SOUTHEAST COUNTY,2 - SUPERVISOR DISTRICT 2,CAMPO-LAKE MORENA CPG,,,17Y32-A4,5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,382.01262592,382.012625915
6361921.02636206,1893267.75511555,DPW-DRNCHN-100815,33-04,RF,LAKE JENNINGS PARK RD,E32-0-260,1300,BASS DR/LAKE JENNINGS PARK RD ACCESS,EL MONTE RD/JULIAN AV,3934.5625221,0,,,NATURAL,,10,5,300,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-D3,16Y12-A7,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,234.21260458,234.212604584
6349504.23328231,1896120.01450288,DPW-DRNCHN-100816,33-40,RF,LAKESIDE AV,24001-270,0300,VISTA CAM,PALM ROW DR,0,0,,,NATURAL,,8,3,300,,,2,,,,,0,,,4,6,,,1 - DIVISION 1,33,270 - LAKESIDE FARMS,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1231-H2,16Y11-F6,7C6,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,150.48560023,150.48560023
6349497.23132782,1895940.85803705,DPW-DRNCHN-100817,33-41,RF,LAKESIDE AV,24001-270,0300,VISTA CAM,PALM ROW DR,633.69313646,0,,,NATURAL,,5,2,310,,,2,,,,,0,,,4,4,,,1 - DIVISION 1,33,270 - LAKESIDE FARMS,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1231-H2,16Y11-F6,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,152.27388766,152.273887653
6348362.86253357,1875118.8750748,DPW-DRNCHN-100818,33-46,RF,SUMNER AV,58000-100,0100,FIRST ST,ORO ST,120.90222924,0,,,Other/Undetermined,,10,3,100,,,5,,,,,0,,,4,1,,,1 - DIVISION 1,33,100 - EL CAJON,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1251-H3,16Y21-F3,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,84.75745351,84.7574535084
6348257.37422748,1875059.90800112,DPW-DRNCHN-100819,33-47,RF,FIRST ST,21000-100,0300,SUMNER AV S,SUMNER AVE N,69.57532728,0,,,NATURAL,,3,2,225,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,33,100 - EL CAJON,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1251-H3,16Y21-F3,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,180.0770121,180.077012094
6344084.04136682,1876010.45432837,DPW-DRNCHN-100190,33-48,RF,BALLANTYNE ST,03000-100,0100,GREENFIELD DR,HART DR,506.3656859,0,,,,,10,4,30,,,,,,,,0,,,4,1,,,1 - DIVISION 1,33,100 - EL CAJON,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1251-G3,16Y21-E3,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,60.22066508,60.2206650785
6343183.91423006,1876526.68262663,DPW-DRNCHN-100820,33-49,RF,GREENFIELD ACCESS,E45-1-100,0100,GRAVES AV,GREENFIELD DR,421.66798581,0,,,CONCRETE,,10,5,345,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,33,100 - EL CAJON,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1251-F3,16Y21-E3,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,325.17754506,325.177545059
6361938.81241573,1893007.47676471,DPW-DRNCHN-100821,33-05,RF,LAKE JENNINGS PARK RD,E32-0-260,1300,BASS DR/LAKE JENNINGS PARK RD ACCESS,EL MONTE RD/JULIAN AV,3695.28992193,0,,,NATURAL,,10,5,300,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,33,260 - LAKESIDE,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1232-D3,16Y12-A7,7C6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,154.24300673,154.243006745
6345458.83618939,1878584.71624021,DPW-DRNCHN-100822,33-50,RF,BRADLEY AV,06000-100,0600,GRAVES AV,EC CL ENTER,1612.73926208,0,,,CONCRETE,,10,5,240,,,1,,,,,0,,,4,1,,,1 - DIVISION 1,33,100 - EL CAJON,2 - SUPERVISOR DISTRICT 2,LAKESIDE CPG,,1251-G2,16Y21-E2,7D6,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,333.37367712,333.373677124
6454079.45424956,1984608.54881154,DPW-DRNCHN-100858,38-25,RF,FARMER RD,H10-1-230,0100,WYNOLA RD E,END CMR,0,0,,,NATURAL,,10,8,250,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,230 - JULIAN,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1136-B2,16X34-K7,3,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,247.00413089,247.004130891
6450596.84080797,1979061.42768796,DPW-DRNCHN-100859,38-26,RF,WYNOLA RD,H09-0-540,0300,MILE POST 02.0,MILE POST 03.0,1618.6206,0,,,NATURAL,,15,10,150,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,230 - JULIAN,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1135-J4,16X34-J9,3K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,152.84649921,152.846499219
6442454.6500714,1978249.2711758,DPW-DRNCHN-100860,38-27,RF,WYNOLA RD,H09-0-540,0100,SR-79,MILE POST 01.0,2084.22440448,0,,,NATURAL,,30,20,200,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,540 - WYNOLA,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1135-F5,16X34-G9,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,198.7508483,198.750848284
6448783.75322682,1969430.69629329,DPW-DRNCHN-100861,38-28,RF,PINE HILLS RD,E01-B-380,0100,SR-78,DEER LAKE PARK RD,2811.34276191,0,,,NATURAL,,20,10,200,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,380 - PINE HILLS,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1155-J1,16X44-J2,3K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,197.64226971,197.642269723
6448355.51064499,1963948.56060405,DPW-DRNCHN-100862,38-29,RF,PINE HILLS RD,66000-380,0100,EAGLE PEAK RD,BLUE JAY DR,0,0,,,NATURAL,,20,10,75,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,380 - PINE HILLS,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1155-J3,16X44-J4,3K5,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,84.89446441,84.894464422
6397565.36878714,2007505.86883046,DPW-DRNCHN-100863,38-03,RF,BLACK CANYON RD,C05-1-330,0700,MILE POST 11.0,MILE POST 12.0,2872.25129137,0,,,NATURAL,,25,10,150,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,330 - MESA GRANDE,5 - SUPERVISOR DISTRICT 5,NORTH MOUNTAIN CPG,,,16X23-B10,3,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,174.56060371,174.56060371
6450835.98567089,1960729.36887972,DPW-DRNCHN-100864,38-30,RF,FRISIUS DR,E09-0-380,0100,PINE HILLS RD,DEER LAKE PARK RD,0,0,,,NATURAL,,20,10,250,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,380 - PINE HILLS,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1156-A4,16X44-J5,3,ACTIVE,SANGIS,2016/06/11,MPLUMMER,2016/07/26,249.26032902,249.260329012
6447822.29189515,1963735.13189705,DPW-DRNCHN-100865,38-31,RF,EAGLE PEAK RD,E01-C-380,0100,PINE HILLS RD,AZALEA AV,839.9303,0,,,NATURAL,,15,5,150,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,380 - PINE HILLS,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1155-J3,16X44-H4,3K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,150.63526735,150.63526735
6456499.03110331,1969604.16182563,DPW-DRNCHN-100866,38-33,RF,OLD CUYAMACA RD,28500-230,0100,SR-79,SLUMBERING OAKS TL,541.61574018,0,,,NATURAL,,15,10,150,,,2,,,,,0,,,4,1,,,1 - DIVISION 1,38,230 - JULIAN,2 - SUPERVISOR DISTRICT 2,JULIAN CPG,,1156-C1,16X45-A2,3K5,ACTIVE,SANGIS,2016/06/11,SANGIS,2016/06/11,176.45414417,176.45414416
