CONDITION,OUTCOME,YEAR,Geography,RegionName,Total_Cases,Total_Rate,Age_Adjusted_Rate,Male_Cases,Male_Rate,Female_Cases,Female_Rate,White_Cases,White_Rate,Black_Cases,Black_Rate,Hispanic_Cases,Hispanic_Rate,Asian_Pacific_Islander_Cases,Asian_Pacific_Islander_Rate,Other_Race_Ethnicity_Cases,Other_Race_Ethnicity_Rate,Age_Group_0_to_14_Cases,Age_Group_0_to_14_Rate,Age_Group_15_to_24_Cases,Age_Group_15_to_24_Rate,Age_Group_25_to_44_Cases,Age_Group_25_to_44_Rate,Age_Group_45_to_64_Cases,Age_Group_45_to_64_Rate,Age_Group_65Plus_Cases,Age_Group_65Plus_Rate
Flu,ED Discharge,2012,Fallbrook,N INLAND,9,18.6849918,19.28481593,5,20.80732418,,,8,29.69341549,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,North San Diego,N INLAND,27,24.34033193,24.64788992,15,27.96785561,12,20.94460153,16,24.94776562,,,,,5,18.18181818,,,9,39.29787791,,,7,23.05817248,6,19.73294744,,
Flu,ED Discharge,2012,Palomar-Julian,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Pauma,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,Poway,N INLAND,28,32.04211249,34.61021292,15,35.13127386,13,29.0905836,14,24.21768237,,,6,54.83959419,6,43.64271167,,,5,29.71061858,8,67.3627484,8,41.07197864,,,,
Flu,ED Discharge,2012,Ramona,N INLAND,11,30.86852813,34.8945072,,,9,50.70422535,6,24.06931964,,,5,56.91519636,,,,,,,,,5,63.85696041,,,,
Flu,ED Discharge,2012,San Marcos,N INLAND,40,43.7325753,43.33337612,22,49.17080148,18,38.52492349,29,64.5994832,,,10,29.08752436,,,,,17,84.32121423,9,68.18181818,8,32.22168519,,,,
Flu,ED Discharge,2012,Valley Center,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,South Region,REGION SOUTH,281,59.36485938,58.96772968,118,50.14576268,163,68.47876318,45,47.43132997,24,132.0495186,170,59.44263785,18,29.66576571,22,161.4205004,90,88.13160987,48,58.18252342,99,76.61827075,32,29.35187393,12,23.76661187
Flu,ED Discharge,2012,Chula Vista,SOUTH,101,86.61869763,87.72660871,39,69.47165913,62,102.5386587,18,88.14887365,9,243.5723951,63,75.16105941,,,8,309.9573809,28,113.0217163,15,77.93422352,47,153.3442088,7,25.79218865,,
Flu,ED Discharge,2012,Coronado,SOUTH,8,34.50209169,33.30677348,,,,,6,35.57663801,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2012,National City,SOUTH,35,59.57244009,61.16132237,11,36.57036471,24,83.70243783,,,,,22,57.79435717,6,56.76442763,,,14,113.6179192,5,40.6239844,12,75.63342998,,,,
Flu,ED Discharge,2012,South Bay,SOUTH,85,62.68806419,60.38863717,40,58.66995218,45,66.75171329,7,35.57814485,,,60,63.54249404,5,38.35532372,7,200.5156116,31,102.5132275,19,80.59726818,21,56.11072516,12,38.82992493,,
Flu,ED Discharge,2012,Sweetwater,SOUTH,52,37.35363839,37.1186827,24,35.44737542,28,39.15864847,12,38.0783144,8,135.6162061,23,34.66413468,,,5,93.12721177,17,53.61761181,8,36.88165599,18,45.70035799,7,20.69536424,,
Flu,ED Discharge,2012,Unknown,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,San Diego County (Actual Rate),COUNTY,4598,145.7566061,150.309954,2093,132.5051707,2505,159.0463063,1280,86.20051047,348,261.0280605,2183,206.9323768,322,89.31221275,420,347.4577673,1921,317.8227241,616,121.78173,998,112.9458844,693,89.46807165,370,95.820417
Flu,ED Discharge,2013,Central Region,REGION CENTRAL,967,197.3147241,202.8681308,418,167.0556639,549,228.8796985,143,101.3638039,156,308.2516598,533,246.6416477,68,103.2023069,58,353.5938548,413,443.6233176,129,165.8033752,229,140.5382184,139,126.3280348,57,123.3659423
Flu,ED Discharge,2013,Central San Diego,CENTRAL,237,141.2395709,157.6475873,106,115.8900575,131,171.6142217,54,66.23653804,34,328.2803901,116,189.9024294,13,145.4626832,15,254.4097693,71,317.1625123,27,145.7883369,83,118.2285657,43,109.2646237,13,74.98413797
Flu,ED Discharge,2013,Mid-City,CENTRAL,317,192.2423831,189.320049,139,169.2583077,178,215.0459691,56,123.8883235,49,278.061514,161,222.6925045,26,106.6885515,25,462.5346901,138,400,53,168.7951846,72,141.0685946,39,113.1287347,15,111.2429546
Flu,ED Discharge,2013,Southeastern San Diego,CENTRAL,413,262.4154933,257.3109142,173,225.7689848,240,297.1878599,33,229.9972122,73,322.5949003,256,309.4702739,29,89.00346807,18,352.8028224,204,563.3647234,49,175.7280161,74,177.4452677,57,157.4455156,29,188.5197946
Flu,ED Discharge,2013,East Region,REGION EAST,684,145.0037311,151.4694594,298,128.1632232,386,161.373936,229,82.55316388,65,265.8595444,231,183.4833237,30,136.6182431,126,572.4670604,279,311.6239068,78,110.5410844,149,123.8086533,124,97.3534007,54,84.50571979
Flu,ED Discharge,2013,Alpine,EAST,12,77.74538387,,7,91.31228803,5,64.35834728,6,51.20327701,,,,,,,,,8,325.0711093,,,,,,,,
Flu,ED Discharge,2013,El Cajon,EAST,170,134.7527287,138.3001457,71,114.8514211,99,153.8748485,60,82.23120674,14,217.8988327,48,134.8579777,,,45,691.9883131,70,275.1788663,24,121.8459664,29,87.61594006,27,84.98048596,20,123.8313417
Flu,ED Discharge,2013,Harbison Crest/El Cajon,EAST,262,185.6063021,191.8183773,114,164.5211568,148,205.935965,90,106.4635185,19,289.7666616,78,204.8050414,5,101.1326861,68,966.3208754,103,373.4996555,38,174.447964,52,144.7298839,45,122.3224965,24,125.7729798
Flu,ED Discharge,2013,Jamul,EAST,20,108.6307099,139.3538476,5,47.35745406,15,191.0098052,6,61.45022532,,,12,199.2693457,,,,,9,336.1972357,,,,,,,5,213.0379207
Flu,ED Discharge,2013,La Mesa,EAST,90,149.1053678,156.26479,40,138.2743363,50,159.0735556,31,83.84270028,13,334.7064882,28,214.411517,,,16,585.4372484,38,367.7182117,6,82.10180624,21,117.1156098,15,97.04341075,10,107.1811361
Flu,ED Discharge,2013,Laguna-Pine Valley,EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Lakeside,EAST,44,76.8935025,76.57182424,15,52.93432615,29,100.3981305,26,63.37135615,,,12,106.6951187,,,,,16,141.8439716,6,70.25761124,7,49.55752212,10,62.21613887,5,69.40588562
Flu,ED Discharge,2013,Lemon Grove,EAST,66,219.1671648,229.3592484,27,184.3129224,39,252.1823472,18,196.7428134,10,252.2068096,26,194.0877874,6,257.6212967,6,470.5882353,24,386.4112059,5,104.7998323,21,266.7682927,14,183.0065359,,
Flu,ED Discharge,2013,Mountain Empire,EAST,6,69.86492781,75.32840871,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Santee,EAST,56,107.0356849,108.8240546,33,130.2134712,23,85.26097272,27,70.66952835,,,13,146.1988304,8,357.6218149,8,366.8042182,18,185.854414,10,131.7175975,11,82.73787138,15,100.4688547,,
Flu,ED Discharge,2013,Spring Valley,EAST,126,152.7772726,157.3344888,53,132.1036889,73,172.3608717,21,55.56143507,22,312.4112468,56,198.7083954,8,143.9884809,19,487.5545291,62,368.4992571,13,101.689612,29,139.3962699,17,78.68548947,5,47.82400765
Flu,ED Discharge,2013,North Central Region,REGION N CENTRAL,553,89.39945552,93.81705344,250,80.03893094,303,98.94717592,235,64.49523559,31,170.9684536,134,145.1441693,77,66.29929396,67,242.6657008,160,165.1681102,104,100.9542114,142,72.782442,75,51.5665931,72,92.14348789
Flu,ED Discharge,2013,Coastal,N CENTRAL,63,82.90564548,82.90807234,30,76.61269728,33,89.59600348,33,54.68465184,,,13,150.0634884,5,140.3705783,9,343.1185665,7,91.51523075,9,80.55853921,21,75.45000539,16,97.32360097,10,77.54342432
Flu,ED Discharge,2013,Del Mar-Mira Mesa,N CENTRAL,115,71.43744565,75.60150542,49,60.94375762,66,81.90821316,36,47.47899714,6,180.0720288,19,112.5725797,43,74.61650587,11,150.293756,41,131.5789474,21,94.6031174,24,53.87931034,16,34.21069512,13,79.71058925
Flu,ED Discharge,2013,Elliott-Navajo,N CENTRAL,80,88.36361628,91.25615083,34,77.24112863,46,98.88857837,50,83.59666282,6,155.4001554,11,79.35935358,6,71.6161375,7,151.384083,24,138.6081432,9,83.21005917,25,97.89333542,9,40.43489981,13,88.99233297
Flu,ED Discharge,2013,Kearny Mesa,N CENTRAL,230,149.5827941,162.5718162,102,133.3246193,128,165.6829243,77,91.95237583,16,254.8176461,86,241.1057221,18,85.91885442,28,393.0376193,78,310.2625298,43,218.4071516,58,111.5062963,24,65.54332687,27,132.9983745
Flu,ED Discharge,2013,Miramar,N CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Peninsula,N CENTRAL,22,35.02403923,33.34989071,9,26.44569817,13,45.16711834,13,27.72682677,,,,,,,,,,,9,78.07755704,,,,,,
Flu,ED Discharge,2013,University,N CENTRAL,43,61.96769033,70.93179805,26,75.63416337,17,48.55062116,26,74.83521861,,,,,5,21.79503945,9,299.0033223,7,108.9155127,13,52.93806247,10,44.30660168,6,64.26735219,7,107.6757422
Flu,ED Discharge,2013,North Coastal Region,REGION N COASTAL,744,145.0843888,147.8420226,360,138.6017395,384,151.7378728,256,86.37909626,41,312.9770992,345,226.3140977,38,119.4142417,60,314.5973154,378,366.1797187,81,96.21095142,140,105.0995819,88,69.55202175,57,86.81613257
Flu,ED Discharge,2013,Carlsbad,N COASTAL,98,82.8871804,87.58926212,54,93.96697235,44,72.40891288,50,58.54800937,5,328.9473684,26,142.2397287,,,14,332.9369798,40,184.6722068,8,54.96392992,23,80.19246191,15,44.7894894,12,60.46253842
Flu,ED Discharge,2013,Oceanside,N COASTAL,329,203.6773355,200.6032941,148,184.8521183,181,222.1785776,99,135.6331603,16,261.7372812,166,263.5715533,23,181.1451524,23,340.8417309,171,486.6526268,47,199.2623055,54,121.1550111,38,98.02909916,19,97.58602979
Flu,ED Discharge,2013,Pendleton,N COASTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,San Dieguito,N COASTAL,92,95.62117385,102.466702,50,105.5431249,42,85.99684678,66,88.91403629,,,16,115.8412974,,,,,26,157.7861391,6,51.85825411,27,116.1290323,16,54.17118093,17,110.5403472
Flu,ED Discharge,2013,Vista,N COASTAL,225,218.9717089,212.1189677,108,208.7763387,117,229.3083511,41,95.65582567,18,745.0331126,137,274.2193755,10,228.9377289,19,603.7496028,141,638.2689783,20,125.0781739,36,122.3615785,19,78.05118515,9,82.50825083
Flu,ED Discharge,2013,North Inland Region,REGION N INLAND,644,110.1779442,112.5353694,302,104.8658446,342,115.3371419,267,85.64335157,18,187.0518549,247,139.112608,35,55.14329379,66,298.6019997,261,219.3830377,99,114.9892561,118,82.11608988,107,68.99931646,59,73.13656704
Flu,ED Discharge,2013,Anza-Borrego Springs,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Escondido,N INLAND,232,139.7935635,138.558607,104,126.2488316,128,153.1430212,76,109.9727962,7,226.830849,118,149.8222448,7,65.82659394,20,457.5611988,91,248.3082296,38,143.3475423,43,95.70442911,41,104.9103145,19,101.1122346
Flu,ED Discharge,2013,Fallbrook,N INLAND,63,130.0927169,145.0983192,31,128.3059476,32,131.8717547,29,108.4720404,,,30,159.3964189,,,,,31,341.4849086,13,177.4501775,10,97.7326036,5,39.31126661,,
Flu,ED Discharge,2013,North San Diego,N INLAND,90,80.63793567,81.26308707,43,79.61488613,47,81.59722222,38,59.31846209,5,211.9542179,10,84.56659619,14,49.89130822,18,339.3665158,31,135.9053047,10,70.73636557,16,54.37922714,20,65.22518997,13,89.18158743
Flu,ED Discharge,2013,Palomar-Julian,N INLAND,5,75.94167679,104.8396366,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Pauma,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,ED Discharge,2013,Poway,N INLAND,79,90.0469612,97.27068887,35,81.61742415,44,98.1069812,42,72.81174696,,,15,133.5826877,8,57.19596768,10,289.9391128,29,177.3591829,14,109.0257768,17,90.48810348,14,51.26139651,5,40.1864652
Flu,ED Discharge,2013,Ramona,N INLAND,37,103.262538,110.9514723,19,105.8436856,18,100.6711409,24,96.33137995,,,9,99.76720984,,,,,18,273.4315662,,,6,77.6497994,,,5,108.7665869
Flu,ED Discharge,2013,San Marcos,N INLAND,112,121.8676213,120.1921645,56,124.4085042,56,119.4284496,44,98.68125953,,,54,153.6491677,5,65.34239415,7,239.5619439,49,244.4621832,17,125.3502433,17,69.44444444,20,93.64611135,9,72.23113965
Flu,ED Discharge,2013,Valley Center,N INLAND,22,92.96429326,113.0613834,7,59.13161007,15,126.8284434,11,75.75757576,,,8,124.2043161,,,,,7,176.5447667,,,7,158.8021779,,,,
Flu,ED Discharge,2013,South Region,REGION SOUTH,997,209.0602563,208.8133658,461,194.7144118,536,223.204061,144,153.2844384,36,206.813351,692,238.1157201,74,120.8143541,42,307.0175439,429,417.607663,121,143.7805979,219,170.6817137,159,144.3682753,69,133.8039094
Flu,ED Discharge,2013,Chula Vista,SOUTH,380,326.513778,325.8515777,163,290.8377197,217,359.652612,52,261.7010569,14,402.7617952,271,320.9683532,21,348.1432361,18,700.1166861,159,644.2724584,56,290.0502408,79,259.9967089,57,210.1537441,29,194.8008329
Flu,ED Discharge,2013,Coronado,SOUTH,23,99.13365803,117.8206033,8,60.60146959,15,150,17,101.8085998,,,,,,,,,9,295.1787471,,,,,,,6,168.7763713
Flu,ED Discharge,2013,National City,SOUTH,138,235.3141785,245.6703668,63,210.1961831,75,261.5701182,15,242.4438338,,,100,260.6542421,18,171.3143619,,,58,468.9900542,12,96.83666882,33,209.2846271,21,172.7399852,14,234.8599228
Flu,ED Discharge,2013,South Bay,SOUTH,318,232.5802512,228.0842772,162,235.9486739,156,229.1825821,28,143.9070771,12,253.3783784,260,270.7684617,9,69.1138074,5,143.307538,149,482.794375,33,140.3120881,63,168.6024728,57,183.0149302,16,115.648717
Flu,ED Discharge,2013,Sweetwater,SOUTH,138,97.22280932,96.37485758,65,94.3670151,73,99.91514057,32,100.8477514,7,123.3480176,59,86.33177741,26,84.51711472,13,239.3225331,54,169.9663215,17,73.64089235,42,107.852704,21,60.32056069,,
