CONDITION,OUTCOME,YEAR,Geography,RegionName,Total_Cases,Total_Rate,Age_Adjusted_Rate,Male_Cases,Male_Rate,Female_Cases,Female_Rate,White_Cases,White_Rate,Black_Cases,Black_Rate,Hispanic_Cases,Hispanic_Rate,Asian_Pacific_Islander_Cases,Asian_Pacific_Islander_Rate,Other_Race_Ethnicity_Cases,Other_Race_Ethnicity_Rate,Age_Group_0_to_14_Cases,Age_Group_0_to_14_Rate,Age_Group_15_to_24_Cases,Age_Group_15_to_24_Rate,Age_Group_25_to_44_Cases,Age_Group_25_to_44_Rate,Age_Group_45_to_64_Cases,Age_Group_45_to_64_Rate,Age_Group_65Plus_Cases,Age_Group_65Plus_Rate
Flu,Hospitalization,2013,North Inland Region,REGION N INLAND,155,26.51798347,24.77291814,83,28.82074538,72,24.28150356,102,32.71768487,,,30,16.89626818,11,17.33074948,8,36.19418179,18,15.12986467,,,9,6.263091601,26,16.76618905,98,121.4810775
Flu,Hospitalization,2013,Anza-Borrego Springs,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,Hospitalization,2013,Escondido,N INLAND,48,28.92280624,30.26173899,22,26.70648361,26,31.10717619,25,36.17526191,,,17,21.58456069,,,,,8,21.82929491,,,,,11,28.14666974,26,138.3641105
Flu,Hospitalization,2013,Fallbrook,N INLAND,11,22.71460136,18.37430454,8,33.11121228,,,9,33.66373667,,,,,,,,,,,,,,,,,6,66.13756614
Flu,Hospitalization,2013,North San Diego,N INLAND,33,29.56724308,27.32282569,17,31.47565266,16,27.77777778,24,37.46429185,,,,,7,24.94565411,,,,,,,,,,,27,185.223297
Flu,Hospitalization,2013,Palomar-Julian,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,Hospitalization,2013,Pauma,N INLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,Hospitalization,2013,Poway,N INLAND,19,21.65686409,21.30775875,10,23.31926404,9,20.06733706,15,26.00419534,,,,,,,,,,,,,,,,,12,96.44751648
Flu,Hospitalization,2013,Ramona,N INLAND,9,25.11791465,22.67211784,7,38.99504206,,,8,32.11045998,,,,,,,,,,,,,,,,,7,152.2732217
Flu,Hospitalization,2013,San Marcos,N INLAND,21,22.85017899,21.77183803,13,28.88054562,8,17.06120708,13,29.15582668,,,6,17.07212975,,,,,,,,,,,,,12,96.3081862
Flu,Hospitalization,2013,Valley Center,N INLAND,8,33.80519755,28.48742398,,,5,42.2761478,,,,,,,,,,,,,,,,,,,,
Flu,Hospitalization,2013,South Region,REGION SOUTH,128,26.84023351,28.98627456,53,22.38582175,75,31.23191152,39,41.51453541,7,40.21370713,56,19.26948024,19,31.01990172,5,36.5497076,9,8.760999922,,,13,10.13179122,21,19.06750806,81,157.0741545
Flu,Hospitalization,2013,Chula Vista,SOUTH,58,49.83631349,46.32836692,24,42.82273173,34,56.3511005,22,110.7196779,,,24,28.42524161,7,116.0477454,,,6,24.31216824,,,6,19.74658549,9,33.18217011,36,241.8217237
Flu,Hospitalization,2013,Coronado,SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flu,Hospitalization,2013,National City,SOUTH,12,20.46210248,22.92939895,5,16.68223675,7,24.41321103,,,,,,,5,47.58732274,,,,,,,,,,,7,117.4299614
Flu,Hospitalization,2013,South Bay,SOUTH,41,29.98676194,35.5501775,15,21.84709943,26,38.19709702,6,30.83723082,,,26,27.07684617,,,,,,,,,,,7,22.47551774,27,195.15721
Flu,Hospitalization,2013,Sweetwater,SOUTH,13,9.158670443,11.39051209,6,8.710801394,7,9.58090389,,,,,5,7.316252323,,,,,,,,,,,,,8,60.01500375
Flu,Hospitalization,2013,Unknown,UNKNOWN,9,,,6,,,,6,,,,,,,,,,,,,,,,9,,,
