,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
1532,Bay Park,,1.0,2017-04-13 00:02:00,32.81158543141767-117.2009184567329,0.0,32.8115854314,-117.20091845700001,Closed,0.0,1.0,2017-03-26 12:03:00,Pothole,Pothole,Closed,419.98333333333335,435.0
1533,Bay Ho,,1.0,2017-04-13 00:02:00,32.81159837094466-117.21573007885132,0.0,32.8115983709,-117.215730079,Closed,0.0,1.0,2017-03-26 11:55:00,Pothole,Pothole,Closed,420.11666666666673,434.0
1534,Bay Park,,1.0,2017-04-25 00:03:00,32.798477-117.209403,1.0,32.798477,-117.20940300000001,Closed,0.0,0.0,2017-03-26 11:53:00,Pothole,Pothole,Closed,708.1666666666665,435.0
1535,North Park,,1.0,2017-05-04 00:02:00,32.74415016919388-117.1204356220307,0.0,32.7441501692,-117.120435622,Closed,0.0,0.0,2017-03-26 10:32:00,Pothole,Pothole,Closed,925.5,465.0
1536,Bay Park,,1.0,2017-04-13 00:02:00,32.79024742795824-117.2007659059187,0.0,32.790247428,-117.200765906,Closed,0.0,1.0,2017-03-26 10:12:00,Pothole,Pothole,Closed,421.83333333333326,435.0
1537,Bay Park,,1.0,2017-04-29 14:03:00,32.79103022971574-117.1987436115852,0.0,32.7910302297,-117.198743612,Closed,0.0,1.0,2017-03-26 10:11:00,Pothole,Pothole,Closed,819.8666666666667,435.0
1538,North Park,,1.0,2017-04-18 00:02:00,32.75539470966824-117.13882057590496,0.0,32.7553947097,-117.138820576,Closed,0.0,1.0,2017-03-26 09:37:00,Pothole,Pothole,Closed,542.4166666666666,465.0
1539,North Park,,1.0,2017-05-02 00:02:00,32.74104333881166-117.1288015993855,0.0,32.741043338800004,-117.128801599,Closed,0.0,1.0,2017-03-26 09:25:00,Pothole,Pothole,Closed,878.6166666666667,465.0
1540,Hillcrest,,1.0,2017-04-18 00:03:00,32.74859701286326-117.1589089651752,1.0,32.7485970129,-117.158908965,Closed,0.0,0.0,2017-03-26 09:08:00,Pothole,Pothole,Closed,542.9166666666666,453.0
1541,Hillcrest,,1.0,2017-04-25 00:02:00,32.74818973618815-117.1465272178102,0.0,32.7481897362,-117.14652721799999,Closed,0.0,0.0,2017-03-26 08:47:00,Pothole,Pothole,Closed,711.25,453.0
1542,Hillcrest,,1.0,2017-04-25 00:03:00,32.74755958470772-117.1463846416372,1.0,32.7475595847,-117.146384642,Closed,0.0,0.0,2017-03-26 08:46:00,Pothole,Pothole,Closed,711.2833333333333,453.0
1543,Hillcrest,,1.0,2017-04-25 00:02:00,32.74654646407137-117.1464441531497,0.0,32.7465464641,-117.14644415299999,Closed,0.0,0.0,2017-03-26 08:44:00,Pothole,Pothole,Closed,711.3,453.0
1544,Pacific Beach,,1.0,2017-04-13 00:02:00,32.80187335334048-117.2225233354766,1.0,32.801873353299996,-117.222523335,Closed,0.0,0.0,2017-03-26 08:15:00,Pothole,Pothole,Closed,423.78333333333336,522.0
1545,Pacific Beach,,1.0,2017-04-13 00:02:00,32.80231943822726-117.220653165241,1.0,32.8023194382,-117.220653165,Closed,0.0,0.0,2017-03-26 08:13:00,Pothole,Pothole,Closed,423.81666666666666,522.0
1546,Pacific Beach,,1.0,2017-04-13 00:02:00,32.8023235034503-117.2203337309111,0.0,32.8023235035,-117.22033373100001,Closed,0.0,1.0,2017-03-26 08:12:00,Pothole,Pothole,Closed,423.83333333333326,522.0
1548,Pacific Beach,,1.0,2017-05-10 00:03:00,32.80180051460191-117.2153747455377,0.0,32.801800514600004,-117.21537474600001,Closed,0.0,1.0,2017-03-26 07:59:00,Pothole,Pothole,Closed,1072.0666666666666,522.0
1552,Scripps Ranch,,1.0,2017-04-12 00:03:00,32.9118626-117.10982610000002,0.0,32.9118626,-117.10982609999999,Closed,0.0,0.0,2017-03-26 04:06:00,Pothole,Pothole,Closed,403.95,348.0
1553,Otay Mesa West,,1.0,2017-04-15 00:02:00,32.57394275723905-117.0666407365439,0.0,32.5739427572,-117.06664073700001,Closed,0.0,0.0,2017-03-25 23:06:00,Pothole,Pothole,Closed,480.9333333333333,289.0
1554,Rancho Bernardo,,1.0,2017-05-23 00:03:00,33.004917260712446-117.09201602859497,1.0,33.004917260700005,-117.09201602899999,Closed,0.0,0.0,2017-03-25 21:24:00,Pothole,Pothole,Closed,1394.65,335.0
1555,La Jolla,,1.0,2017-05-13 00:02:00,32.914797747473045-117.2351494304657,0.0,32.9147977475,-117.23514943,Closed,0.0,0.0,2017-03-25 21:19:00,Pothole,Pothole,Closed,1154.7166666666667,787.0
1556,Carmel Valley,,1.0,2017-04-25 00:02:00,32.92271777152086-117.22950606269836,0.0,32.922717771500004,-117.22950606299999,Closed,0.0,0.0,2017-03-25 21:18:00,Pothole,Pothole,Closed,722.7333333333332,446.0
1557,Carmel Valley,,1.0,2017-04-25 00:02:00,32.92770029358194-117.23798720760345,0.0,32.927700293600004,-117.23798720799999,Closed,0.0,1.0,2017-03-25 21:14:00,Pothole,Pothole,Closed,722.8,446.0
1558,Carmel Valley,,1.0,2017-05-12 00:02:00,32.94733491826576-117.23742394371032,0.0,32.9473349183,-117.237423944,Closed,0.0,0.0,2017-03-25 20:58:00,Pothole,Pothole,Closed,1131.0666666666666,446.0
1559,Carmel Valley,,1.0,2017-05-10 00:03:00,32.95040560689796-117.23496838135719,0.0,32.9504056069,-117.234968381,Closed,0.0,1.0,2017-03-25 20:53:00,Pothole,Pothole,Closed,1083.1666666666667,446.0
1560,Mission Hills,,1.0,2017-05-13 00:02:00,32.7427549-117.18188450000002,1.0,32.7427549,-117.1818845,Closed,0.0,0.0,2017-03-25 20:29:00,Pothole,Pothole,Closed,1155.55,531.0
1561,Rancho Bernardo,,1.0,2017-04-26 00:03:00,33.024246-117.07450670000003,0.0,33.024246000000005,-117.0745067,Closed,0.0,0.0,2017-03-25 20:22:00,Pothole,Pothole,Closed,747.6833333333333,335.0
1562,Rancho Bernardo,,1.0,2017-04-15 00:02:00,33.0226019-117.07447079999997,1.0,33.0226019,-117.07447079999999,Closed,0.0,0.0,2017-03-25 20:15:00,Pothole,Pothole,Closed,483.78333333333336,335.0
1563,Bay Park,,1.0,2017-05-18 00:02:00,32.78806299439891-117.1996873431999,0.0,32.7880629944,-117.199687343,Closed,0.0,0.0,2017-03-25 18:25:00,Pothole,Pothole,Closed,1277.6166666666666,435.0
1564,Bay Park,,1.0,2017-04-29 14:02:00,32.79051649999999-117.19992189999999,1.0,32.790516499999995,-117.1999219,Closed,0.0,0.0,2017-03-25 17:12:00,Pothole,Pothole,Closed,836.8333333333335,435.0
1565,Scripps Ranch,,1.0,2017-04-26 00:03:00,32.89750870924185-117.1027889888855,0.0,32.897508709200004,-117.10278898899999,Closed,0.0,1.0,2017-03-25 16:46:00,Pothole,Pothole,Closed,751.2833333333333,348.0
1567,Linda Vista,,1.0,2017-04-21 00:03:00,32.79215726757261-117.17715176226913,0.0,32.792157267600004,-117.17715176200001,Closed,0.0,1.0,2017-03-25 16:05:00,Pothole,Pothole,Closed,631.9666666666667,378.0
1568,Del Mar Heights,,1.0,2017-04-14 00:03:00,32.95037360399305-117.252084631582,0.0,32.950373604,-117.252084632,Closed,0.0,0.0,2017-03-25 15:38:00,Pothole,Pothole,Closed,464.41666666666674,660.0
1569,Pacific Beach,,1.0,2017-04-13 00:02:00,32.79929358516996-117.22898048651378,0.0,32.7992935852,-117.228980487,Closed,0.0,1.0,2017-03-25 15:11:00,Pothole,Pothole,Closed,440.85,522.0
1571,Bay Park,,1.0,2017-04-29 14:03:00,32.790948603764285-117.19881158994708,0.0,32.790948603800004,-117.19881159,Closed,0.0,0.0,2017-03-25 14:52:00,Pothole,Pothole,Closed,839.1833333333333,435.0
1572,Torrey Highlands,,1.0,2017-04-25 00:03:00,32.9721969-117.1513028,1.0,32.9721969,-117.1513028,Closed,0.0,0.0,2017-03-25 14:45:00,Pothole,Pothole,Closed,729.3,352.0
1574,North Park,,1.0,2017-04-13 00:02:00,32.741053-117.128378,1.0,32.741053,-117.128378,Closed,0.0,0.0,2017-03-25 14:28:00,Pothole,Pothole,Closed,441.56666666666666,465.0
1577,Carmel Valley,,1.0,2017-05-10 00:03:00,32.95563088218294-117.2139388151348,1.0,32.9556308822,-117.213938815,Closed,0.0,0.0,2017-03-25 13:10:00,Pothole,Pothole,Closed,1090.8833333333334,446.0
1578,La Jolla,,1.0,2017-05-04 00:02:00,32.855372874641404-117.25372145026245,0.0,32.8553728746,-117.25372145,Closed,0.0,0.0,2017-03-25 12:49:00,Pothole,Pothole,Closed,947.2166666666667,787.0
1579,Grantville,,1.0,2017-05-10 00:03:00,32.794557-117.106115,1.0,32.794557,-117.10611499999999,Closed,0.0,0.0,2017-03-25 12:34:00,Pothole,Pothole,Closed,1091.4833333333333,340.0
1580,Bay Terraces,,1.0,2017-04-18 00:02:00,32.69138164178694-117.0367296852933,0.0,32.6913816418,-117.036729685,Closed,0.0,0.0,2017-03-25 12:06:00,Pothole,Pothole,Closed,563.9333333333333,274.0
1581,Mountain View,,1.0,2017-04-19 00:04:00,32.700656-117.104229,0.0,32.700656,-117.104229,Closed,0.0,0.0,2017-03-25 11:34:00,Pothole,Pothole,Closed,588.5,335.0
1583,North Park,,1.0,2017-05-02 00:02:00,32.74552559017459-117.1282237396735,0.0,32.7455255902,-117.12822374,Closed,0.0,0.0,2017-03-25 11:08:00,Pothole,Pothole,Closed,900.9,465.0
1584,Grantville,,1.0,2017-05-10 00:03:00,32.79022-117.106028,1.0,32.79022,-117.10602800000001,Closed,0.0,0.0,2017-03-25 11:08:00,Pothole,Pothole,Closed,1092.9166666666667,340.0
1585,Grantville,,1.0,2017-05-10 00:03:00,32.790256-117.105538,1.0,32.790256,-117.105538,Closed,0.0,0.0,2017-03-25 10:57:00,Pothole,Pothole,Closed,1093.1,340.0
1586,North Park,,1.0,2017-04-13 00:02:00,32.7411511-117.12898239999998,1.0,32.7411511,-117.1289824,Closed,0.0,0.0,2017-03-25 10:55:00,Pothole,Pothole,Closed,445.11666666666673,465.0
1588,Bay Park,,1.0,2017-04-13 00:02:00,32.79042-117.200073,0.0,32.790420000000005,-117.200073,Closed,0.0,1.0,2017-03-25 09:48:00,Pothole,Pothole,Closed,446.23333333333335,435.0
1590,Pacific Beach,,1.0,2017-04-26 00:03:00,32.79737855606107-117.25184646702077,0.0,32.7973785561,-117.25184646700001,Closed,0.0,1.0,2017-03-25 07:55:00,Pothole,Pothole,Closed,760.1333333333333,522.0
1593,Kearny Mesa,,1.0,2017-05-12 00:02:00,32.815462-117.12272480000001,1.0,32.815462,-117.12272479999999,Closed,0.0,0.0,2017-03-25 02:01:00,Pothole,Pothole,Closed,1150.0166666666667,355.0
1594,University Heights,,1.0,2017-05-02 00:02:00,32.75542-117.1388695,0.0,32.75542,-117.13886950000001,Closed,0.0,0.0,2017-03-24 23:39:00,Pothole,Pothole,Closed,912.3833333333333,461.0
1597,North Clairemont,,1.0,2017-04-14 00:03:00,32.83593-117.17869,0.0,32.83593,-117.17868999999999,Closed,0.0,0.0,2017-03-24 21:41:00,Pothole,Pothole,Closed,482.36666666666673,431.0
1600,Hillcrest,,1.0,2017-05-05 00:02:00,32.74642707980904-117.1482364160796,1.0,32.7464270798,-117.148236416,Closed,0.0,0.0,2017-03-24 19:37:00,Pothole,Pothole,Closed,988.4166666666665,453.0
1601,Kearny Mesa,,1.0,2017-05-03 00:03:00,32.827863-117.162901,1.0,32.827863,-117.162901,Closed,0.0,0.0,2017-03-24 18:21:00,Pothole,Pothole,Closed,941.7,355.0
1602,Linda Vista,,1.0,2017-05-16 00:02:00,32.780999-117.1694407,0.0,32.780999,-117.16944070000001,Closed,0.0,0.0,2017-03-24 18:05:00,Pothole,Pothole,Closed,1253.95,378.0
1603,Kearny Mesa,,1.0,2017-05-12 00:02:00,32.81647024597314-117.123806906907,0.0,32.816470246,-117.123806907,Closed,0.0,0.0,2017-03-24 17:40:00,Pothole,Pothole,Closed,1158.3666666666666,355.0
1604,North Park,,1.0,2017-04-13 00:02:00,32.74102223359341-117.1287468226816,1.0,32.7410222336,-117.12874682299999,Closed,0.0,0.0,2017-03-24 16:21:00,Pothole,Pothole,Closed,463.6833333333333,465.0
1605,North Park,,1.0,2017-03-31 00:03:00,32.7455887242694-117.1282112784344,1.0,32.7455887243,-117.128211278,Closed,0.0,0.0,2017-03-24 16:05:00,Pothole,Pothole,Closed,151.96666666666667,465.0
1606,University City,,1.0,2017-05-17 00:02:00,32.88087-117.212032,0.0,32.88087,-117.21203200000001,Closed,0.0,1.0,2017-03-24 16:03:00,Pothole,Other,Closed,1279.9833333333333,417.0
1608,Otay Mesa West,,1.0,2017-05-03 00:03:00,32.56841690068879-117.06689185421447,0.0,32.5684169007,-117.06689185399999,Closed,0.0,1.0,2017-03-24 15:37:00,Pothole,Pothole,Closed,944.4333333333333,289.0
1609,Del Cerro,,1.0,2017-04-11 00:02:00,32.79495828056282-117.0662039763508,0.0,32.7949582806,-117.066203976,Closed,0.0,1.0,2017-03-24 15:35:00,Pothole,Pothole,Closed,416.45,331.0
1610,Otay Mesa West,,1.0,2017-05-10 00:03:00,32.5680346-117.0697012,0.0,32.568034600000004,-117.06970120000001,Closed,0.0,1.0,2017-03-24 14:58:00,Pothole,Pothole,Closed,1113.0833333333333,289.0
1612,La Jolla,,1.0,2017-05-17 00:02:00,32.87169645077816-117.2336259205986,1.0,32.8716964508,-117.233625921,Closed,0.0,0.0,2017-03-24 14:06:00,Pothole,Pothole,Closed,1281.9333333333334,787.0
1615,La Jolla,,1.0,2017-05-04 00:02:00,32.85506346593721-117.25557240894335,0.0,32.8550634659,-117.255572409,Closed,0.0,1.0,2017-03-24 13:46:00,Pothole,Pothole,Closed,970.2666666666668,787.0
1616,North Park,,1.0,2017-04-18 00:03:00,32.75535853919533-117.1365174245505,1.0,32.7553585392,-117.136517425,Closed,0.0,0.0,2017-03-24 13:34:00,Pothole,Pothole,Closed,586.4833333333332,465.0
1617,North Park,,1.0,2017-04-18 00:02:00,32.75540347254146-117.1385262911576,0.0,32.7554034725,-117.138526291,Closed,0.0,0.0,2017-03-24 13:32:00,Pothole,Pothole,Closed,586.5,465.0
1619,Logan Heights,,1.0,2017-04-11 00:02:00,32.69719909879629-117.1351000015783,0.0,32.6971990988,-117.135100002,Closed,0.0,0.0,2017-03-24 13:29:00,Pothole,Pothole,Closed,418.55,384.0
1621,Mira Mesa,,1.0,2017-04-14 00:03:00,32.9090256718693-117.1449833932181,1.0,32.909025671900004,-117.14498339299999,Closed,0.0,0.0,2017-03-24 13:15:00,Pothole,Pothole,Closed,490.8,363.0
1622,Clairemont Mesa East,,1.0,2017-04-25 00:02:00,32.806799-117.172248,1.0,32.806799,-117.172248,Closed,0.0,0.0,2017-03-24 12:59:00,Pothole,Pothole,Closed,755.05,392.0
1623,Clairemont Mesa East,,1.0,2017-04-25 00:02:00,32.806838-117.172142,1.0,32.806838,-117.172142,Closed,0.0,0.0,2017-03-24 12:58:00,Pothole,Pothole,Closed,755.0666666666667,392.0
1624,Clairemont Mesa East,,1.0,2017-04-25 00:02:00,32.806913-117.172026,1.0,32.806913,-117.172026,Closed,0.0,0.0,2017-03-24 12:57:00,Pothole,Pothole,Closed,755.0833333333335,392.0
1625,Scripps Ranch,,1.0,2017-04-12 00:03:00,32.90892530235732-117.0877116547125,0.0,32.9089253024,-117.087711655,Closed,0.0,0.0,2017-03-24 12:55:00,Pothole,Pothole,Closed,443.13333333333327,348.0
1626,Pacific Beach,,1.0,2017-04-13 00:02:00,32.80592227357701-117.2200588883061,1.0,32.805922273600004,-117.220058888,Closed,0.0,0.0,2017-03-24 12:52:00,Pothole,Pothole,Closed,467.16666666666674,522.0
1627,Morena,,1.0,2017-05-13 00:02:00,32.770213463540195-117.20117120666504,0.0,32.7702134635,-117.201171207,Closed,0.0,1.0,2017-03-24 12:16:00,Pothole,Pothole,Closed,1187.7666666666667,371.0
1628,Point Loma Heights,,1.0,2017-04-13 00:02:00,32.75464130074677-117.22039728088379,0.0,32.7546413007,-117.220397281,Closed,0.0,1.0,2017-03-24 11:57:00,Pothole,Pothole,Closed,468.08333333333326,479.0
1629,Clairemont Mesa East,,1.0,2017-05-09 00:03:00,32.807833862370295-117.15449534209537,1.0,32.807833862399995,-117.154495342,Closed,0.0,0.0,2017-03-24 11:56:00,Pothole,Pothole,Closed,1092.1166666666666,392.0
1631,San Carlos,,1.0,2017-05-03 00:03:00,32.80964109468948-117.04250073956696,1.0,32.8096410947,-117.04250074,Closed,0.0,0.0,2017-03-24 11:27:00,Pothole,Pothole,Closed,948.6,330.0
1632,Scripps Ranch,,1.0,2017-04-26 00:03:00,32.9233973-117.07938539999998,0.0,32.9233973,-117.0793854,Closed,0.0,0.0,2017-03-24 11:15:00,Pothole,Pothole,Closed,780.8,348.0
1635,La Jolla,,1.0,2017-04-15 00:02:00,32.84375159410816-117.2411158629647,0.0,32.8437515941,-117.24111586299999,Closed,0.0,1.0,2017-03-24 10:56:00,Pothole,Pothole,Closed,517.1,787.0
1637,La Jolla,,1.0,2017-05-17 00:02:00,32.80871-117.265193,0.0,32.80871,-117.265193,Closed,0.0,0.0,2017-03-24 10:42:00,Pothole,Pothole,Closed,1285.3333333333333,787.0
1638,La Jolla,,1.0,2017-04-15 00:02:00,32.84095726840959-117.2381572731491,1.0,32.840957268400004,-117.238157273,Closed,0.0,1.0,2017-03-24 09:54:00,Pothole,Pothole,Closed,518.1333333333333,787.0
1639,Del Mar Heights,,1.0,2017-05-10 00:03:00,32.94871-117.2502485,0.0,32.94871,-117.25024850000001,Closed,0.0,0.0,2017-03-24 09:43:00,Pothole,Pothole,Closed,1118.3333333333333,660.0
1640,Mira Mesa,,1.0,2017-05-04 00:02:00,32.920631-117.145166,0.0,32.920631,-117.14516599999999,Closed,0.0,0.0,2017-03-24 09:10:00,Pothole,Pothole,Closed,974.8666666666667,363.0
1641,Mira Mesa,,1.0,2017-05-02 00:02:00,32.920601-117.145356,0.0,32.920601,-117.145356,Closed,0.0,0.0,2017-03-24 09:08:00,Pothole,Pothole,Closed,926.9,363.0
1643,Bay Terraces,,1.0,2017-04-05 00:02:00,32.674347-117.039932,0.0,32.674347,-117.03993200000001,Closed,0.0,1.0,2017-03-24 08:54:00,Pothole,Pothole,Closed,279.1333333333333,274.0
1645,North Park,,1.0,2017-03-24 10:36:00,32.75159781801767-117.1320955922055,0.0,32.751597818,-117.13209559200001,Closed,0.0,0.0,2017-03-24 08:51:00,Pothole,Pothole,Closed,1.75,465.0
1648,Hillcrest,,1.0,2017-04-18 00:02:00,32.75010891770609-117.1585729938736,0.0,32.7501089177,-117.158572994,Closed,0.0,0.0,2017-03-24 07:59:00,Pothole,Pothole,Closed,592.05,453.0
1649,Rancho Bernardo,,1.0,2017-04-15 00:02:00,33.0002923-117.06782450000003,1.0,33.0002923,-117.06782450000001,Closed,0.0,0.0,2017-03-24 07:27:00,Pothole,Pothole,Closed,520.5833333333334,335.0
1650,Cortez Hill,,1.0,2017-05-18 00:02:00,32.71993246974743-117.15647487564087,0.0,32.7199324697,-117.156474876,Closed,0.0,1.0,2017-03-24 07:22:00,Pothole,Pothole,Closed,1312.6666666666667,489.0
1652,Cortez Hill,,1.0,2017-05-18 00:02:00,32.71992252078099-117.1565860810605,1.0,32.7199225208,-117.156586081,Closed,0.0,0.0,2017-03-24 05:57:00,Pothole,Pothole,Closed,1314.0833333333333,489.0
1653,Chollas View,,1.0,2017-03-31 00:03:00,32.7136934-117.08506829999999,0.0,32.713693400000004,-117.08506829999999,Closed,0.0,0.0,2017-03-23 22:50:00,Pothole,Pothole,Closed,169.21666666666667,348.0
1655,Bay Ho,,1.0,2017-04-25 00:02:00,32.80942952471244-117.21383123321533,1.0,32.8094295247,-117.213831233,Closed,0.0,0.0,2017-03-23 22:40:00,Pothole,Pothole,Closed,769.3666666666667,434.0
1657,Hillcrest,,1.0,2017-03-31 00:03:00,32.751398815172074-117.15098100740965,1.0,32.7513988152,-117.15098100700001,Closed,0.0,0.0,2017-03-23 21:30:00,Pothole,Pothole,Closed,170.55,453.0
1658,Bay Park,,1.0,2017-04-29 14:02:00,32.8018177-117.19757850000002,0.0,32.801817699999994,-117.19757849999999,Closed,0.0,0.0,2017-03-23 21:17:00,Pothole,Pothole,Closed,880.75,435.0
1659,San Carlos,,1.0,2017-05-03 00:03:00,32.812596-117.050522,0.0,32.812596,-117.050522,Closed,0.0,0.0,2017-03-23 20:18:00,Pothole,Pothole,Closed,963.75,330.0
1660,Bay Park,,1.0,2017-04-13 00:02:00,32.81148672702813-117.2010772426127,1.0,32.811486726999995,-117.20107724299999,Closed,0.0,1.0,2017-03-23 20:03:00,Pothole,Pothole,Closed,483.98333333333335,435.0
1661,Grantville,,1.0,2017-05-10 00:03:00,32.79021096832011-117.1055005262168,1.0,32.7902109683,-117.105500526,Closed,0.0,0.0,2017-03-23 19:53:00,Pothole,Pothole,Closed,1132.1666666666667,340.0
1663,Bay Park,,1.0,2017-03-24 00:02:00,32.79363033830448-117.1955802944649,1.0,32.7936303383,-117.195580294,Closed,0.0,0.0,2017-03-23 18:35:00,Pothole,Pothole,Closed,5.45,435.0
1664,Pacific Beach,,1.0,2017-03-30 00:03:00,32.80127017714942-117.2300089280282,1.0,32.8012701771,-117.23000892799999,Closed,0.0,0.0,2017-03-23 18:10:00,Pothole,Pothole,Closed,149.88333333333333,522.0
1666,Bay Terraces,,1.0,2017-04-05 00:02:00,32.69157935087119-117.0378521355672,0.0,32.6915793509,-117.037852136,Closed,0.0,0.0,2017-03-23 17:26:00,Pothole,Pothole,Closed,294.6,274.0
1668,Nestor,,1.0,2017-04-20 12:09:00,32.57273080714406-117.08032512553814,1.0,32.5727308071,-117.080325126,Closed,0.0,0.0,2017-03-23 16:55:00,Pothole,Pothole,Closed,667.2333333333332,276.0
1669,Kearny Mesa,,1.0,2017-05-13 00:02:00,32.81257812586441-117.1161280853755,0.0,32.812578125900004,-117.116128085,Closed,0.0,0.0,2017-03-23 16:49:00,Pothole,Pothole,Closed,1207.2166666666667,355.0
1670,Rancho Bernardo,,1.0,2017-05-16 00:02:00,33.038683-117.077895,0.0,33.038683,-117.077895,Closed,0.0,0.0,2017-03-23 16:47:00,Pothole,Pothole,Closed,1279.25,335.0
1671,Clairemont Mesa West,,1.0,2017-04-25 00:02:00,32.822842-117.19554099999999,1.0,32.822842,-117.19554099999999,Closed,0.0,0.0,2017-03-23 16:37:00,Pothole,Pothole,Closed,775.4166666666665,384.0
1672,Hillcrest,,1.0,2017-04-18 00:02:00,32.74834927546811-117.1553056795937,0.0,32.748349275500004,-117.15530568,Closed,0.0,0.0,2017-03-23 16:22:00,Pothole,Pothole,Closed,607.6666666666666,453.0
1673,Nestor,,1.0,2017-05-12 00:02:00,32.576386470584836-117.08846256990586,0.0,32.5763864706,-117.08846257,Closed,0.0,0.0,2017-03-23 16:04:00,Pothole,Pothole,Closed,1183.9666666666667,276.0
1675,North Clairemont,,1.0,2017-04-26 00:03:00,32.8385182-117.19004760000001,0.0,32.838518199999996,-117.1900476,Closed,0.0,0.0,2017-03-23 15:41:00,Pothole,Pothole,Closed,800.3666666666667,431.0
1680,Point Loma Heights,,1.0,2017-05-18 00:02:00,32.733646-117.232572,0.0,32.733646,-117.23257199999999,Closed,0.0,0.0,2017-03-23 15:13:00,Pothole,Pothole,Closed,1328.8166666666666,479.0
1683,North Park,,1.0,2017-04-13 00:02:00,32.74108830981927-117.1292954196129,1.0,32.7410883098,-117.12929542,Closed,0.0,0.0,2017-03-23 14:45:00,Pothole,Pothole,Closed,489.28333333333336,465.0
1684,Morena,,1.0,2017-05-23 00:03:00,32.77234146799553-117.20289180052486,1.0,32.772341468,-117.202891801,Closed,0.0,0.0,2017-03-23 14:27:00,Pothole,Pothole,Closed,1449.6,371.0
1685,Morena,,1.0,2017-05-13 00:02:00,32.77091461028381-117.20053760052491,0.0,32.770914610300004,-117.20053760100001,Closed,0.0,0.0,2017-03-23 14:23:00,Pothole,Pothole,Closed,1209.65,371.0
1686,Morena,,1.0,2017-04-25 00:02:00,32.7701683-117.20165609999998,1.0,32.7701683,-117.2016561,Closed,0.0,0.0,2017-03-23 14:13:00,Pothole,Pothole,Closed,777.8166666666667,371.0
1689,Midway District,,1.0,2017-05-02 00:02:00,32.74177360000001-117.1876441,1.0,32.7417736,-117.18764409999999,Closed,0.0,0.0,2017-03-23 12:26:00,Pothole,Pothole,Closed,947.6,421.0
1690,Grantville,,1.0,2017-04-21 00:03:00,32.779994258174284-117.11073498567431,0.0,32.7799942582,-117.110734986,Closed,0.0,0.0,2017-03-23 12:24:00,Pothole,Pothole,Closed,683.65,340.0
1693,Mira Mesa,,1.0,2017-03-28 00:03:00,32.9057223-117.1361531,1.0,32.9057223,-117.1361531,Closed,0.0,0.0,2017-03-23 11:40:00,Pothole,Pothole,Closed,108.38333333333333,363.0
1696,Rancho Bernardo,,1.0,2017-05-23 00:03:00,33.00258742974134-117.08983954019777,1.0,33.0025874297,-117.08983954,Closed,0.0,0.0,2017-03-23 11:25:00,Pothole,Pothole,Closed,1452.6333333333334,335.0
1697,Encanto,,1.0,2017-03-31 00:03:00,32.69975193426116-117.06553168527371,0.0,32.6997519343,-117.065531685,Closed,0.0,0.0,2017-03-23 11:22:00,Pothole,Pothole,Closed,180.6833333333333,312.0
1698,Mira Mesa,,1.0,2017-04-20 00:04:00,32.9097606-117.16924799999998,0.0,32.90976060000001,-117.169248,Closed,0.0,1.0,2017-03-23 11:07:00,Pothole,Pothole,Closed,660.95,363.0
1699,Kearny Mesa,,1.0,2017-05-12 00:02:00,32.81822624945037-117.1253773062173,0.0,32.8182262495,-117.125377306,Closed,0.0,1.0,2017-03-23 11:07:00,Pothole,Pothole,Closed,1188.9166666666667,355.0
1700,Allied Gardens,,1.0,2017-03-25 00:02:00,32.792818371709515-117.08944236878665,1.0,32.7928183717,-117.089442369,Closed,0.0,0.0,2017-03-23 10:49:00,Pothole,Pothole,Closed,37.21666666666667,383.0
1701,Sorrento Valley,,1.0,2017-05-13 00:02:00,32.90247664106627-117.2212897276406,1.0,32.9024766411,-117.22128972799999,Closed,0.0,0.0,2017-03-23 10:33:00,Pothole,Pothole,Closed,1213.4833333333333,360.0
1705,La Jolla,,1.0,2017-04-15 00:02:00,32.84682315620739-117.2441061471025,0.0,32.846823156199996,-117.24410614700001,Closed,0.0,1.0,2017-03-23 09:00:00,Pothole,Pothole,Closed,543.0333333333333,787.0
1706,Del Mar Heights,,1.0,2017-04-14 00:03:00,32.95288930586772-117.24743781122802,0.0,32.9528893059,-117.247437811,Closed,0.0,1.0,2017-03-23 08:46:00,Pothole,Pothole,Closed,519.2833333333333,660.0
1708,Carmel Valley,,1.0,2017-05-13 00:02:00,32.92043528988298-117.2307258659203,0.0,32.9204352899,-117.230725866,Closed,0.0,1.0,2017-03-23 08:10:00,Pothole,Pothole,Closed,1215.8666666666666,446.0
1709,Pacific Beach,,1.0,2017-04-13 00:02:00,32.800088-117.2292,0.0,32.800088,-117.2292,Closed,0.0,1.0,2017-03-23 08:07:00,Pothole,Pothole,Closed,495.91666666666674,522.0
1710,Logan Heights,,1.0,2017-04-12 00:03:00,32.7056-117.125118,0.0,32.7056,-117.125118,Closed,0.0,1.0,2017-03-23 07:33:00,Pothole,Pothole,Closed,472.5,384.0
1712,Kearny Mesa,,1.0,2017-05-13 00:02:00,32.83148340768721-117.1291701460295,1.0,32.8314834077,-117.129170146,Closed,0.0,0.0,2017-03-23 05:24:00,Pothole,Pothole,Closed,1218.6333333333334,355.0
