,zone,area,sub_area,pole,config_id,config_name,longitude,latitude,nearest_pothole_dist
2332,Downtown,Little Italy,1400 FRONT ST,FR-1400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164851,32.720038,93.7132075435599
2333,Downtown,Little Italy,1400 FRONT ST,FR-1400W,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164828,32.720603999999994,69.8385899085357
2334,Downtown,Little Italy,1400 FRONT ST,FR-1402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164852,32.720113,88.0924791010736
2335,Downtown,Little Italy,1400 FRONT ST,FR-1404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16485300000001,32.720208,81.65638775011695
2336,Downtown,Little Italy,1600 FRONT ST,FR-1618,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164875,32.722202,104.46551533048564
2337,Downtown,Little Italy,1600 FRONT ST,FR-1620,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.164878,32.722394,101.7503736312108
2338,Downtown,Little Italy,1600 FRONT ST,FR-1622,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16488100000001,32.722586,103.43804900609643
2339,Downtown,Little Italy,1600 FRONT ST,FR-1624,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16488400000001,32.722777,109.28562000026821
2340,Downtown,Little Italy,1400 HARBOR DR,HRB-1411,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172901,32.720285,179.036927713027
2341,Downtown,Little Italy,1400 HARBOR DR,HRB-1413,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17291399999999,32.720302000000004,180.03374734151498
2342,Downtown,Little Italy,1400 HARBOR DR,HRB-1415,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17295700000001,32.72033,183.7390252237481
2343,Downtown,Little Italy,1400 HARBOR DR,HRB-1417,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17294199999999,32.720392,181.8535404583776
2344,Downtown,Little Italy,1400 HARBOR DR,HRB-1419,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172871,32.720348,175.53937790092607
2345,Downtown,Little Italy,1400 HARBOR DR,HRB-1421,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172904,32.720455,178.06493155674337
2346,Downtown,Little Italy,1400 HARBOR DR,HRB-1423,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172922,32.720473999999996,179.7352908106433
2347,Downtown,Little Italy,1400 HARBOR DR,HRB-1425,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17288400000001,32.720496999999995,176.1879465486635
2348,Downtown,Little Italy,1400 HARBOR DR,HRB-1427,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172904,32.720537,178.17234121849938
2349,Downtown,Little Italy,1400 HARBOR DR,HRB-1429,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172876,32.720582,175.80997773220156
2350,Downtown,Little Italy,1400 HARBOR DR,HRB-1431,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172905,32.72061,178.75087301418208
2351,Downtown,Little Italy,1400 HARBOR DR,HRB-1433,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17291200000001,32.720659000000005,179.93242435088294
2352,Downtown,Little Italy,1400 HARBOR DR,HRB-1435,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17291499999999,32.720688,180.59992604955102
2353,Downtown,Little Italy,1400 HARBOR DR,HRB-1437,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172898,32.720717,179.4687188462089
2354,Downtown,Little Italy,1400 HARBOR DR,HRB-1445,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172909,32.7208,182.0719911826113
2355,Downtown,Little Italy,1600 HARBOR DR,HRB-1601,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172901,32.721168,193.56814425387128
2356,Downtown,Little Italy,1600 HARBOR DR,HRB-1603,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289099999999,32.721204,194.328718741253
2357,Downtown,Little Italy,1600 HARBOR DR,HRB-1605,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289299999999,32.721219,195.1941335223455
2358,Downtown,Little Italy,1600 HARBOR DR,HRB-1607,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172875,32.721252,195.2475584763426
2359,Downtown,Little Italy,1600 HARBOR DR,HRB-1609,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17285600000001,32.721318,197.00534430693307
2360,Downtown,Little Italy,1600 HARBOR DR,HRB-1611,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286200000001,32.72133,198.13224193124182
2361,Downtown,Little Italy,1600 HARBOR DR,HRB-1621,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286200000001,32.721531,209.68250992831594
2362,Downtown,Little Italy,1600 HARBOR DR,HRB-1623,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286200000001,32.721538,210.11589754153127
2363,Downtown,Little Italy,1600 HARBOR DR,HRB-1625,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286000000001,32.721573,212.15844130331737
2364,Downtown,Little Italy,1600 HARBOR DR,HRB-1627,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286000000001,32.721616999999995,214.98889442720795
2365,Downtown,Little Italy,1600 HARBOR DR,HRB-1629,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286499999999,32.721636,216.61074176232304
2366,Downtown,Little Italy,1600 HARBOR DR,HRB-1631,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172874,32.721739,224.2308088127101
2367,Downtown,Little Italy,1600 HARBOR DR,HRB-1633,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172899,32.721736,225.86071187004447
2368,Downtown,Little Italy,1600 HARBOR DR,HRB-1667,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17294299999999,32.722272,187.25054421459595
2369,Downtown,Little Italy,1600 HARBOR DR,HRB-1675,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172475,32.722828,136.81477050766426
2370,Downtown,Little Italy,1600 HARBOR DR,HRB-1677,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286599999998,32.722567,155.30377052219546
2371,Downtown,Little Italy,1600 HARBOR DR,HRB-1679,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172923,32.722694,140.7401340295175
2372,Downtown,Little Italy,1600 HARBOR DR,HRB-1681,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17293899999999,32.722666,143.70343711042366
2373,Downtown,Little Italy,1600 HARBOR DR,HRB-1683,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17285700000001,32.722662,144.96063337178893
2374,Downtown,Little Italy,1600 HARBOR DR,HRB-1685,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172839,32.722703,140.69701529824485
2375,Downtown,Little Italy,1600 HARBOR DR,HRB-1687,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172882,32.722778999999996,131.7960075749383
2376,Downtown,Little Italy,1600 HARBOR DR,HRB-1689,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172882,32.72278,131.68606087773748
2377,Downtown,Little Italy,1600 HARBOR DR,HRB-1691,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17288799999999,32.722848,124.13852394184244
2378,Downtown,Little Italy,1600 HARBOR DR,HRB-1693,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17288899999998,32.722846999999994,124.23618585938227
2379,Downtown,Little Italy,1600 HARBOR DR,HRB-1695,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172877,32.722892,119.44963966162199
2380,Downtown,Little Italy,1600 HARBOR DR,HRB-1697,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17288,32.722959,112.06277649752619
2381,Downtown,Little Italy,1600 HARBOR DR,HRB-1699,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289299999999,32.722955,112.32320680159015
2382,Downtown,Little Italy,1700 HARBOR DR,HRB-1705,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172896,32.723135,92.562718911438
2383,Downtown,Little Italy,1700 HARBOR DR,HRB-1707,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172886,32.72318,87.81966149932276
2384,Downtown,Little Italy,1700 HARBOR DR,HRB-1709,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172877,32.72318,87.98163247419892
2385,Downtown,Little Italy,1700 HARBOR DR,HRB-1711,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172882,32.723215,84.08586675388818
2386,Downtown,Little Italy,1700 HARBOR DR,HRB-1713,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17287900000001,32.723273999999996,77.7502531062073
2387,Downtown,Little Italy,1700 HARBOR DR,HRB-1715,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172899,32.723290000000006,75.62117188789558
2388,Downtown,Little Italy,1700 HARBOR DR,HRB-1717,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172886,32.723346,69.82899430758006
2389,Downtown,Little Italy,1700 HARBOR DR,HRB-1719,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17288,32.72334,70.60899035173541
2390,Downtown,Little Italy,1700 HARBOR DR,HRB-1721,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289099999999,32.72341,62.83550574403934
2391,Downtown,Little Italy,1700 HARBOR DR,HRB-1723,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289099999999,32.723449,58.66481218857556
2392,Downtown,Little Italy,1700 HARBOR DR,HRB-1725,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172908,32.723471,55.890847099003885
2393,Downtown,Little Italy,1700 HARBOR DR,HRB-1727,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17286100000001,32.72353,51.05252754828995
2394,Downtown,Little Italy,1700 HARBOR DR,HRB-1729,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172882,32.723537,49.63034512929758
2395,Downtown,Little Italy,1700 HARBOR DR,HRB-1731,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17289699999999,32.723574,45.29513436964315
2396,Downtown,Little Italy,1700 HARBOR DR,HRB-1733,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.17290200000001,32.723597999999996,42.63666009703587
2397,Downtown,Little Italy,1700 HARBOR DR,HRB-1735,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172894,32.723607,41.978625948949805
2398,Downtown,Little Italy,1700 HARBOR DR,HRB-1737,12494,2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay),-117.172901,32.723631,39.26786220227467
2399,Downtown,Little Italy,1400 KETTNER BLVD,KT-1401,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169095,32.720046999999994,143.27090032404973
2400,Downtown,Little Italy,1400 KETTNER BLVD,KT-1403,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169094,32.720182,132.92149446542751
2401,Downtown,Little Italy,1400 KETTNER BLVD,KT-1405,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169094,32.720316,123.5128282136061
2402,Downtown,Little Italy,1400 KETTNER BLVD,KT-1413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16909299999999,32.720451000000004,115.28032959474208
2403,Downtown,Little Italy,1400 KETTNER BLVD,KT-1415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16909199999999,32.720585,108.5420383870692
2404,Downtown,Little Italy,1400 KETTNER BLVD,KT-1417,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169091,32.720719,103.51102174750325
2405,Downtown,Little Italy,1600 KETTNER BLVD,KT-1600W1,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16926200000002,32.722508000000005,188.6087776193642
2406,Downtown,Little Italy,1600 KETTNER BLVD,KT-1600W2,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169133,32.722677000000004,210.77181512439628
2407,Downtown,Little Italy,1700 KETTNER BLVD,KT-1700W1,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169256,32.723335999999996,205.38402194589654
2408,Downtown,Little Italy,1700 KETTNER BLVD,KT-1700W2,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16935500000001,32.723871,171.2749312642018
2409,Downtown,Little Italy,1700 KETTNER BLVD,KT-1705,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169096,32.723076,220.24397547409296
2410,Downtown,Little Italy,1700 KETTNER BLVD,KT-1709,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16910800000001,32.723174,211.66921796020063
2411,Downtown,Little Italy,1700 KETTNER BLVD,KT-1719,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16913999999998,32.723333000000004,198.94952430596453
2412,Downtown,Little Italy,1700 KETTNER BLVD,KT-1738,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.169379,32.723718,183.40311922956673
2413,Downtown,Little Italy,1700 KETTNER BLVD,KT-1740,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.169348,32.723445,201.99253183028466
2414,Downtown,Little Italy,1900 KETTNER BLVD,KT-1904,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169601,32.724363000000004,128.73497483833614
2415,Downtown,Little Italy,1900 KETTNER BLVD,KT-1906,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169601,32.724382,126.83442609220685
2416,Downtown,Little Italy,1900 KETTNER BLVD,KT-1908,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16963100000001,32.724431,123.25921638831878
2417,Downtown,Little Italy,1900 KETTNER BLVD,KT-1909,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169524,32.724613,100.74003571133285
2418,Downtown,Little Italy,1900 KETTNER BLVD,KT-1910,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16963,32.72448,118.44534861376297
2419,Downtown,Little Italy,1900 KETTNER BLVD,KT-1912,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16965800000001,32.724484999999994,119.26928022027332
2420,Downtown,Little Italy,1900 KETTNER BLVD,KT-1914,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16965800000001,32.724484999999994,119.26928022027332
2421,Downtown,Little Italy,1900 KETTNER BLVD,KT-1916,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169626,32.724717,96.14474552812311
2422,Downtown,Little Italy,1900 KETTNER BLVD,KT-1918,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.169777,32.724552,119.26679717044736
2423,Downtown,Little Italy,1900 KETTNER BLVD,KT-1920,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16977,32.724575,116.83791961842739
2424,Downtown,Little Italy,2000 KETTNER BLVD,KT-2000,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170004,32.725271,92.86664531464623
2425,Downtown,Little Italy,2000 KETTNER BLVD,KT-2001,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169881,32.725432,79.46579308850313
2426,Downtown,Little Italy,2000 KETTNER BLVD,KT-2003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.169928,32.72554,66.73845613400032
2427,Downtown,Little Italy,2000 KETTNER BLVD,KT-2004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170153,32.725613,53.06803104603663
2428,Downtown,Little Italy,2000 KETTNER BLVD,KT-2006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.1702,32.725722,40.636979909605515
2429,Downtown,Little Italy,2000 KETTNER BLVD,KT-2015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170077,32.725883,26.518507245995284
2430,Downtown,Little Italy,2000 KETTNER BLVD,KT-2017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170124,32.725991,14.189922505395344
2431,Downtown,Little Italy,2100 KETTNER BLVD,KT-2100,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170425,32.726234999999996,24.991849010426986
2432,Downtown,Little Italy,2100 KETTNER BLVD,KT-2116,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170547,32.726508,52.66010282081037
2433,Downtown,Little Italy,2100 KETTNER BLVD,KT-2118,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17058700000001,32.726599,62.74367167545421
2434,Downtown,Little Italy,2100 KETTNER BLVD,KT-2122,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17062800000001,32.726690000000005,73.02836855869906
2435,Downtown,Little Italy,2100 KETTNER BLVD,KT-2124,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170709,32.726872,93.92834114605934
2436,Downtown,Little Italy,2100 KETTNER BLVD,KT-2126,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.170749,32.726963,104.47069963891364
2437,Downtown,Little Italy,2200 KETTNER,KT-2202,14443,"30 Min Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.17089299999999,32.727315000000004,145.33779838026246
2438,Downtown,Little Italy,2200 KETTNER,KT-2204,14443,"30 Min Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.17082099999999,32.727132,124.10796488702579
2439,Downtown,Little Italy,2200 KETTNER,KT-2206,14443,"30 Min Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.17082099999999,32.727132,124.10796488702579
2440,Downtown,Little Italy,2200 KETTNER,KT-2208,9279,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.170928,32.727319,146.49406549943222
2441,Downtown,Little Italy,2200 KETTNER,KT-2210,9279,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.17086699999999,32.727244,137.13264703567575
2442,Downtown,Little Italy,2200 KETTNER,KT-2212,9279,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.17086699999999,32.727407,154.86228437065685
2443,Downtown,Little Italy,2400 KETTNER BLVD,KT-2400W1,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17146100000001,32.728663,161.10825772912696
2444,Downtown,Little Italy,2400 KETTNER BLVD,KT-2400W2,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.17151000000001,32.728808,144.3913280955736
2445,Downtown,Little Italy,2400 KETTNER BLVD,KT-2473,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.171878,32.729702,40.04409382451095
2446,Downtown,Little Italy,2400 KETTNER BLVD,KT-2475,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.171967,32.729721000000005,37.69949384588174
2447,Downtown,Little Italy,1400 INDIA ST,N-1400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168442,32.719999,193.6829122929638
2448,Downtown,Little Italy,1400 INDIA ST,N-1402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16838999999999,32.720085,192.64376314343093
2449,Downtown,Little Italy,1400 INDIA ST,N-1404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16839499999999,32.720065000000005,193.3981259717567
2450,Downtown,Little Italy,1400 INDIA ST,N-1405,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16836299999999,32.720425,178.5535758084471
2451,Downtown,Little Italy,1400 INDIA ST,N-1407,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16832,32.720479,180.4025119404298
2452,Downtown,Little Italy,1400 INDIA ST,N-1409,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168304,32.7205,181.1293971934183
2453,Downtown,Little Italy,1400 INDIA ST,N-1416,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16833700000001,32.720539,176.9293748057299
2454,Downtown,Little Italy,1400 INDIA ST,N-1418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16833500000001,32.720541,177.04816036764262
2455,Downtown,Little Italy,1500 INDIA ST,N-1500E,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168327,32.721209,172.77671004504748
2456,Downtown,Little Italy,1500 INDIA ST,N-1500W,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16843600000001,32.721454,169.0306233828747
2457,Downtown,Little Italy,1500 INDIA ST,N-1523,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168451,32.721401,165.95379633028463
2458,Downtown,Little Italy,1500 INDIA ST,N-1525,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16839399999999,32.721483,173.77845313765738
2459,Downtown,Little Italy,1500 INDIA ST,N-1540,14434,"2 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.168444,32.721764,181.96510164736208
2460,Downtown,Little Italy,1500 INDIA ST,N-1542,14434,"2 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading",-117.168444,32.721764,181.96510164736208
2461,Downtown,Little Italy,1600 INDIA ST,N-1600E,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168213,32.722482,246.2672935549588
2462,Downtown,Little Italy,1600 INDIA ST,N-1600W,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16826100000002,32.72235,233.19611784009544
2463,Downtown,Little Italy,1600 INDIA ST,N-1624,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16831100000002,32.722792,223.20550574008442
2464,Downtown,Little Italy,1600 INDIA ST,N-1626,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16831,32.722792,223.1881326517608
2465,Downtown,Little Italy,1600 INDIA ST,N-1635,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16833899999999,32.722405,231.80104954305088
2466,Downtown,Little Italy,1600 INDIA ST,N-1637,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16829299999999,32.722457,238.88619888667333
2467,Downtown,Little Italy,1600 INDIA ST,N-1639,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168276,32.722677000000004,235.1900808018542
2468,Downtown,Little Italy,1600 INDIA ST,N-1641,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16816299999999,32.722708000000004,230.2940767167592
2469,Downtown,Little Italy,1600 INDIA ST,N-1645,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16823000000001,32.722784000000004,222.79862732152682
2470,Downtown,Little Italy,1600 INDIA ST,N-1647,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168252,32.722778999999996,223.66809910477946
2471,Downtown,Little Italy,1700 INDIA ST,N-1712,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16844099999999,32.723634999999994,136.81636028940272
2472,Downtown,Little Italy,1700 INDIA ST,N-1714,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168443,32.723605,139.9540999925691
2473,Downtown,Little Italy,1700 INDIA ST,N-1739,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168377,32.723703,127.5568440694233
2474,Downtown,Little Italy,1700 INDIA ST,N-1741,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168341,32.723791999999996,117.14590011135301
2475,Downtown,Little Italy,1800 INDIA ST,N-1800W,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16851299999999,32.7241,95.74705066136443
2476,Downtown,Little Italy,1800 INDIA ST,N-1801,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168369,32.723744,123.06450903178641
2477,Downtown,Little Italy,1800 INDIA ST,N-1803,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16835800000001,32.723766999999995,120.31441586844548
2478,Downtown,Little Italy,1800 INDIA ST,N-1809,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16843100000001,32.723979,102.33741046849812
2479,Downtown,Little Italy,1800 INDIA ST,N-1811,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16843700000001,32.72404,96.9100706323569
2480,Downtown,Little Italy,1800 INDIA ST,N-1815,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168456,32.724156,87.56124450585338
2481,Downtown,Little Italy,1900 INDIA ST,N-1900E,13180,MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168811,32.725071,42.34779581111098
2482,Downtown,Little Italy,1900 INDIA ST,N-1901,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168768,32.724636,85.55940698798571
2483,Downtown,Little Italy,1900 INDIA ST,N-1903,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.168725,32.724621,81.9149267291661
2484,Downtown,Little Italy,1900 INDIA ST,N-1905,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16853799999998,32.724553,67.17427668036174
2485,Downtown,Little Italy,1900 INDIA ST,N-1907,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.16856200000001,32.724607,67.42860652414005
2486,Downtown,Little Italy,1900 INDIA ST,N-1909,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.168586,32.724661,68.28348733684616
2487,Downtown,Little Italy,1900 INDIA ST,N-1911,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16868600000001,32.724779999999996,76.54076479994578
2488,Downtown,Little Italy,1900 INDIA ST,N-1927,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.16861000000002,32.724715,69.71683030073896
